Word,Count
histogram,2
begin(),2
decimals,2
way;,2
buffers,2
//////////////////////////////////////////,2
channel,2
holepv.begin(),2
(look,2
predicate,2
find_file,2
:baz]],2
ring,2
useable,2
integers,2
std::fprintf(,2
(*h)[0]->pstate(state);,2
moving,2
apart,2
minimum,2
units),2
v8::FunctionTemplate,2
true);,2
adds,2
loose,2
setter,2
alive,2
Note(@agnat):,2
\work,\,2
(resources.size(),2
position:,2
miscellaneous,2
one.klone();,2
(taken,2
param_size,2
any),2
Creators,2
behave,2
source-map,2
Marcel,2
TODO,2
to_string,2
Establish,2
folder(const,2
deg,2
c[0][j],2
Sass::Util.lcs_backtrace,2
(sel,2
('.',2
Found,2
ISSUES:,2
Greatest,2
parsedSelector,2
whether,2
differences,2
yet),2
supports,2
flags,2
(op1,2
client,2
folders(const,2
file/data,2
@throws,2
{|j|,2
port,2
Binary_Expression,2
slanted,2
Base,2
g,2
unwraps,2
//////////////////////////////,2
dppx,2
tell,2
iterating,2
\name,\,2
const;,2
\string_re('"\',\,2
priority,2
argument(,2
`n`,2
ourself,2
folder,2
exported,2
container,2
\assert_equal([[1,\,2
terminate,2
\LOCAL_FLAG(force,\,2
Working,2
\`result`,\,2
register_function(Signature,2
\now,\,2
\merge_initial_ops(seq1,\,2
yield,2
stderr,2
\"\"\\,2
ends,2
CHARACTER,2
determine,2
remaining,2
Nan::Call,2
///////////////////////////////////////////////////////////////////,2
////////////////////////////////////////////////////,2
delay),2
UI,2
Normally,2
\'"\'\,2
decimal,2
Map,2
results),2
breve,2
amount,2
\[["\Baz"\,\,2
C2..DF,2
http://en.wikipedia.org/wiki/Longest_common_subsequence_problem#Computing_the_length_of_the_LCS,2
nicely,2
disabled,2
kHz,2
NODE_0_10_MODULE_VERSION,2
codepoint,2
Flattens,2
current),2
crazy,2
////////////////////////////////////////////////////////////////////////,2
fin,2
seqses,2
\'"\')\,2
inherit,2
parent_of(const,2
CLASS,2
METHODS,2
forced,2
me,2
ocrcheck,2
pt,2
overlapped,2
Generic,2
tested,2
\is,\,2
(it,2
[,2
\"\-1:"\;\,2
holepv.erase(,2
makros,2
lex<kwd_important>(),2
nodes),2
\combinator,\,2
keeps,2
greymap,2
U+10000..U+10FFFF,2
included),2
Expression_Obj>::const_iterator,2
gets,2
mappings,2
exceed,2
context),2
'odd',2
send,2
lot,2
far,2
(C++,2
::after,2
dependent),2
{|o|,2
STRING_REGULAR_EXPRESSIONS,2
(RFC,2
There's,2
rad,2
(ops1.size,2
constant,2
feature,2
@example,2
Handles,2
====================================================================,2
removes,2
x/0,2
CONSTRUCTORS,2
let's,2
block_comments,2
unify,2
utility,2
indeed,2
/////////////////////////////////////,2
\length,\,2
\KWD_ARG(Args,\,2
Adams,2
\["\Bar"\,\,2
sneak,2
///////////////////////,2
replacement,2
exactly<':'>,2
iterative,2
https://github.com/sass/sass/issues/2229,2
low,2
Aka,2
height(),2
ability,2
ensuring,2
allocation,2
return),2
state.column,2
non-Windows,2
vendor,2
loads,2
strm;,2
star,2
one-by-one,2
https://developer.mozilla.org/en-US/docs/Web/CSS/Specificity,2
bundle,2
\readable,\,2
s1.first.is_a?(SimpleSequence),2
dollar,2
Sass::UnitType,2
removing,2
Copy,2
isolate,2
clang,2
Hz,2
find_include,2
(default_value_,2
cumulative,2
\subweave(before,\,2
deep,2
prevent,2
grad,2
Deprecated:,2
%w[~,2
essentially,2
'error',2
DO,2
calculate,2
CHOICES,2
commas),2
stored,2
Holds,2
\"\stdin"\\,2
columns,2
expect,2
square,2
Explicit,2
memoization,2
{|i|,2
(assertion),2
Write,2
charbox',2
`seq1`,2
INT_MAX,2
\pbm,\,2
onFinish,2
direct,2
signature,2
documents,2
groups,2
type),2
sentry,2
black),2
(skip,2
'--<long_option>=<argument>',2
patterns,2
afters,2
cordova.getThreadPool().execute(runnable);,2
mime,2
Cast,2
\values,\,2
init/create,2
variations,2
sel.is_a?(Array),2
PRECEDES,2
together,2
cache,2
tagname,2
:before,2
[+-],2
curve,2
\this,\,2
\details,\,2
Recognize,2
schema;,2
precedes(const,2
adjacent_to(const,2
lookaheads,2
\:first-line,\,2
template<typename,2
instead),2
PDBs,2
<keyframes-name>,2
url_value(const,2
accepts,2
hotfix,2
events,2
'.',2
s.empty?},2
(esc),2
type(),2
aborts,2
word_boundary,2
sample,2
pre-allocate,2
@s,2
Appendix,2
\up,\,2
\value_schema,\,2
[5]]),2
meaning,2
\@ssm[Set[11,\,2
seq2.pop,2
resolving,2
Pick,2
alternatives,2
Calculates,2
POSIX/GNU,2
sorted,2
Try,2
([Ee],2
segments,2
\std::string(indent,\,2
dots,2
(is,2
pseudo-class/element,2
null-terminated,2
\ie_keyword_arg,\,2
-Llib,2
increasing,2
\@ssm.get(Set[2,\,2
<typename,2
(mx),2
&h;,2
afters.empty,2
\interpolant,\,2
c[i][0],2
context-sensitive,2
line_comments,2
push,2
binarization,2
expansion,2
layout,2
(nothing,2
\@ssm[Set[:bip,\,2
scanned,2
ancestor_of(const,2
unevaluated,2
/////////////////////////////////////////////////////////////////////////////,2
surrounded,2
Parses,2
Sass::Util.lcs_table,2
y),2
break?,2
unexpected,2
2011,2
weave(path),2
'm',2
onto,2
elegant,2
filepaths,2
Other,2
lightness,2
punctuation,2
\paths([[1,\,2
user-defined,2
minus,2
parsers,2
state(h->at(0)->pstate());,2
foo\#{interpolate},2
Joseph,2
exactly<,2
pc,2
sel1,2
\"\!optional"\\,2
drive,2
is_rest_parameter_),2
LICENSE,2
\error(node,\,2
buffer.str();,2
\RAWBITS),\,2
\that,\,2
Node&,2
not),2
\:first-letter,\,2
extracted,2
!inside_str),2
upgrade,2
sense,2
/#{open}((?:\\.|\#(?!\{)|[^#{close}\\#])*)(#{close}|#\{)/m,2
index:,2
Sass_String,2
sseq_or_op.is_a?(SimpleSequence),2
ie,2
Pseudo,2
creating,2
subtract,2
\contexts,\,2
leak,2
Therefore,2
restore,2
[[sseq_or_op]],2
helps,2
explicit,2
errmsg,2
we've,2
OSes,2
seqs1,2
Once,2
future),2
exec(),2
attach,2
\'~'],\,2
ops2.size,2
=====================================================,2
\error("\variable-length\,2
sel,2
inspect,2
=======================================================,2
modifiers,2
cutting,2
Encode,2
http://en.wikipedia.org/wiki/Longest_common_subsequence_problem#Reading_out_an_LCS,2
source-mappings,2
Import,2
\13]],\,2
outer,2
00..7F,2
successfully,2
sub.nil,2
-lsass,2
/////////////////////,2
\"\!important"\\,2
Pass,2
(/\z/),2
///////////////////////////////////////////////////////////////////////////////////,2
\f,\,2
Date,2
U-shaped,2
space/lf,2
elements_.begin();,2
path_has_two_subjects?(p)},2
ms,2
110X,2
\universal,\,2
Signature,2
executed,2
\exactly<'\r'>,\,2
////////////////////////////////////////////////////////////////,2
\left-to-right,\,2
!!ops1.shift,2
iterate,2
\4],\,2
\flatten,\,2
////////////////////////////////,2
@unicode,2
Uncompilable,2
true>,2
searching,2
Nodes,2
\(namely,\,2
Compute,2
seqs1.equal?(seqs2),2
\,\,2
uniqueness,2
ad-hoc,2
schema->has_interpolants(true);,2
].compact,2
\index,\,2
I've,2
String_Constant,2
subtraction,2
recursion,2
/////////////////////////////////,2
\"\]]\n"\;\,2
3]),2
attached,2
mimeType,2
ADD_EXPORTS,2
aid,2
sourceRoot,2
isMoreSpecificOuter,2
\schema->append(SASS_MEMORY_NEW(String_Constant,\,2
\(ie,\,2
->,2
v),2
debugging),2
initializes,2
configurable,2
x.size.times,2
U+D800..U+DFFF,2
buffer;,2
middle,2
negative),2
Issue,2
OCRAD_Pixmap,2
assume,2
_WIN32,2
Note(agnat):,2
String_Quoted,2
mainly,2
Invokes,2
earlier),2
superfluous,2
\left,\,2
:uri,2
reported,2
flushed,2
substitution,2
sel2,2
http://sourceforge.net/projects/libb64,2
emission,2
central,2
saturation,2
'num/den',2
adjacent,2
sb,2
uncompressed,2
trail,2
emitter,2
comments:,2
\project,\,2
openers,2
\parent_superselector?(s1,\,2
\collection,\,2
E0..EF,2
Least,2
operator==,2
Reset,2
chunk2.empty,2
merged),2
collapse,2
behaviours,2
reason,2
They,2
Finds,2
'prec',2
'even',2
[sel]},2
source_c_str,2
states,2
(with,2
LF,2
\2]],\,2
(called,2
@content,2
[1-9][0-9]*),2
removal,2
Whitespace,2
Nothing,2
lcs.first)},2
Subsequence,2
px,2
indicating,2
Seek,2
potentialChild,2
characters),2
-=,2
////////,2
Special,2
end(),2
bar,2
otherwise),2
ref,2
\"\-1"\;\,2
E)`,2
-shared,2
[int],2
convenience,2
================================================================,2
\arguments,\,2
newlines,2
updating,2
module,2
//////////////////////////////////,2
childSeq's,2
maximum,2
exts,2
forgiving,2
err.what());,2
c_str,2
@comparator,2
std::string(lexed),2
\[[1,\,2
bits,2
edge-cases,2
256,2
Avoid,2
uv,2
Update,2
closely,2
shoud,2
0.12,2
(!v.empty()),2
Sass_Warning,2
Application,2
perform,2
Offset&,2
Context,2
behaviors,2
recursively,2
h.width(),2
automatically,2
S;,2
Implement,2
detection,2
skipped,2
\"\]\,2
\["\\n"\]\,2
'\n'),2
s2|,2
==========================================================,2
expanded,2
is:,2
minimal,2
z,2
dealing,2
features,2
Document,2
==================================================,2
\tilde_sel,\,2
deal),2
(investigate),2
incompatible,2
±,2
Reference,2
check_expression,2
(/\Z|\z|\A/),2
imp_path,2
depends,2
///////////////////////////////,2
Placeholder_Selector_Ptr,2
ObjectWrap,2
optional_css_whitepace,2
independent,2
seq1),2
///////////////////////////////////////////,2
NOTE:,2
crossing,2
afters.shift.dup,2
cols,2
start/opener,2
parse_block_nodes,2
setter:,2
conventions:,2
\\n,2
facilitate,2
Windows,2
THIS,2
Move,2
LCS,2
IOException,2
invisible,2
Wrapper,2
libb64,2
*nix,2
http://en.wikipedia.org/wiki/Longest_common_subsequence_problem,2
refactor,2
\Integer,\,2
crtp,2
///////////////////////////////////////,2
indented,2
\"\fizz"\,\,2
speckles,2
nobody,2
inconsistent,2
interface,2
{|sel|,2
Ben,2
\')',\,2
Tests,2
================================================,2
Greter,2
show,2
`:not`,2
design,2
Int32,2
\optional_css_whitespace,\,2
2017,2
\"\fazz"\,\,2
cpp,2
Expression,2
!!ops2.shift,2
reduce,2
(h->length()),2
cookie,2
Max,2
description,2
dpi,2
I/O,2
height,2
(file,2
calc,2
overloaded,2
visitor,2
inverted,2
/////////,2
savely,2
(joeyadams3.14159@gmail.com),2
Ocradlib,2
(query,2
ideal,2
nestings,2
S,2
IMO,2
label,2
\"\!default"\\,2
variant,2
detached,2
(value,2
front,2
singletons,2
del,2
Knows,2
Sass_Map,2
\write,\,2
permutations,2
RegExp,2
Divisor,2
somehow,2
properly,2
g++,2
(-1),2
version),2
correspond,2
Context_Option,2
A.),2
(has_reference()),2
rendered,2
linefeeds,2
16,2
parts,2
\dots,\,2
srcmap,2
Struct,2
round,2
(see,2
Uint32,2
FROM,2
\"\regex"\\,2
surrogates:,2
stack),2
wants,2
*only*,2
disallowing,2
\\,2
subweave,2
utf16/wide,2
large,2
COMPOUND,2
ops1.first,2
rv;,2
\"\LEX\,2
unquoting,2
schedule,2
16-bit,2
intermediate,2
post_process_args(),2
often,2
styles,2
Sass_Error,2
state.offset.column,2
Sass_Boolean,2
NODE_0_12_MODULE_VERSION,2
Define,2
pbm,2
negate,2
differs,2
mixins,2
Expression_Obj>::iterator,2
Include,2
10XX,2
Position&,2
PrintAttributes,2
directly),2
y.size.times,2
(i.e,1
\"\;\,1
passes,1
resume,1
:single,1
SOURCES:,1
\"\ext:\,1
c1;,1
Unrestricted,1
context/block,1
sseq_or_op.is_a?(SimpleSequence)},1
(was,1
\modf(value,\,1
url(),1
v8::Maybe<T>,1
\"\flat"\\,1
non-greedy,1
csegment,1
rectangular,1
manipulations,1
deals,1
:mode=c++:,1
_|,1
parse_for_directive,1
block's,1
std::string&,1
\\t\r\n\f"\;\,1
Assign,1
(?!url\(),1
\-2,\,1
/foo,1
\"\Node"\\,1
Sass::Expression,1
vector_to_string(std::vector<T>,1
`@for`,1
(ie,1
\(row,col)\,1
deprecation,1
VS,1
\[2]],\,1
JSON_ARRAY,1
\"\"\;\,1
this),1
EXISTS,1
'Y',1
tracks,1
exponents,1
#2140,1
this->invalid_import_parent(this->parent);,1
class-specific,1
permutated,1
def->parameters(),1
New<FunctionTemplate>,1
secondPerm.plus(oneCloned,1
(ext.first->media_block(),1
(vectors),1
Hardcoded,1
Different,1
Sass_Options*,1
order[key],1
widest,1
(*list)[0];,1
seq2.empty,1
shortcut,1
`*`),1
\:function,\,1
sccs,1
entropy,1
(yet),1
\{|a,\,1
save,1
RHS,1
(key,1
files_;,1
e.collection().got_line_feed,1
<custom-ident>,1
frames,1
\pseudo-element,\,1
0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghklmnopqrstuvwxyz,1
mode),1
algorith,1
\HashNodes,\,1
\Numbers,\,1
resize,1
[e],1
\upper,\,1
longer),1
Encodes,1
wrongly,1
silent,1
\@ssm.get(Set[9,\,1
Byholm,1
local_frame_.begin();,1
\bottom,\,1
srcmap_c_str),1
(ppm,1
(/(?:\n|\r\n?)/),1
(other,1
(enables,1
hypens,1
v0.10.29,1
\foo)"\\,1
explanation,1
/#{...}/,1
latest,1
Implemented,1
'in_order',1
(small,1
Private,1
`@each`,1
\"\3.1.2"\;\,1
arr[order[key]],1
happened,1
overtaken,1
empty),1
non-debug,1
bm;,1
\Node,\,1
is_int,1
enabled,1
Iterate,1
Custom_Error,1
(between,1
dimension,1
0xdc00,1
seqes,1
Otherwise,1
\'o',\,1
successfull,1
this->parents),1
\"\[f]"\)\,1
trim(WEAVES),1
\[src*="\.jpg"\],\,1
SASS_STYLE_*,1
\("\>"\,\,1
Cast<Mixin_Call>(pp),1
\1KB,\,1
\combinator),\,1
dependencies,1
\"\********"\\,1
overloads,1
\params:"\\,1
\action,\,1
hbar(0).width(),1
\+/-,\,1
panic,1
\both,\,1
significant,1
Complex_Selector::unify_with,1
purely,1
POINT:,1
\parentSeqClone,\,1
`.css`,1
\"\Foo"\\,1
std,1
master),1
`kwd_include_directive`,1
Should,1
http://stackoverflow.com/a/1521682/1550314,1
(ltrim),1
\div,\,1
FunctionTemplate,1
MinGW,1
\"\Thram"\\,1
supersequence,1
With,1
thunks/closures,1
\chunk2,\,1
(\s*[;]$),1
sseq_or_op.sources,1
sugar,1
(check,1
src;,1
Recognized,1
right-pointing,1
\"\url-prefix("\;\,1
leaks,1
order;,1
(s->has_placeholder()),1
SPECIAL,1
formatted,1
\check,\,1
leaving,1
(otherwise,1
value.check_deprecated_interp,1
...yields..,1
--depth;,1
\"\env\,1
\env,\,1
MAP.get(COMPOUND):,1
relation,1
(libsass',1
\"\'"\)\,1
Cast<If>(pp),1
iojs.exe,1
\transformation),\,1
\picture,\,1
(fallowed,1
populating,1
neccessary,1
ccan/charset,1
omit,1
libsass',1
Never,1
[e]),1
non-options,1
sass_free_context,1
isolate-based,1
\"\==\,1
v8::Local<v8::String>,1
possibility,1
DEBUG_SHARED_PTR,1
partials),1
Distributed,1
c1,1
'10.000',1
\set,\,1
MAPS,1
\CallbackBridge<T,\,1
numerals,1
(different,1
\string_re("\'"\,\,1
\"\P3"\\,1
delayed:,1
'I'),1
cases),1
stdout,1
%dw,1
micro,1
(off.line,1
removeMultilineComment,1
\Encoding,\,1
backup,1
\ops1.first,\,1
exactly<')'>,1
TryCatch,1
\valid,\,1
'node.exe',1
!is_false();,1
Hardcode,1
seamlessly,1
marker.combinator,1
\"\page\,1
\:for,\,1
abbreviated,1
v8,1
Construction,1
msg,1
generally,1
mutliple,1
======================================================================,1
abnormal,1
out.collection()->push_back(two.klone());,1
error?),1
\exactly<url_kwd>,\,1
dashes,1
discharged,1
\(!ends_with(i->first,\,1
finally,1
compact,1
relying,1
\mixins."\);\,1
understood,1
Roman,1
window),1
members.map,1
*p,1
operator()(Comment_Ptr);,1
case:,1
\0xD800..0xDBFF,\,1
retain,1
directory:,1
uv_async,1
[chunk1,1
operator()(Definition_Ptr);,1
'\\'),1
`child`,1
resolve_parent_refs),1
\`.class`,\,1
Combinator,1
ro,1
\cases,\,1
Purposefully,1
\:_moz_document,\,1
formed,1
bodies,1
Join,1
\Then,\,1
hacky's,1
produced,1
.b),1
SassScript,1
Vagg,1
sel1.superselector?(sel2),1
assert_raises(ArgumentError),1
hist[0],1
add_close_mapping((*g)[i]->last());,1
\'TT',\,1
\charset,\,1
\["\Foo"\],\,1
/(?:literal)?/,1
\Sadly,\,1
AsyncProgressWorker,1
chunk1],1
(one-dimensional),1
\linker),\,1
\code,\,1
(unsure,1
exactly<'~'>,1
readability):,1
\["\\,1
free(srcmap_c_str);,1
comparisons,1
print*,1
sass_compiler_get_options(compiler);,1
extendedSelectors.got_line_feed,1
\Sass::Util.array_minus(members,\,1
(u,1
Determine,1
\`calc`,\,1
enable,1
targets,1
http://en.wikipedia.org/wiki/wHSL_and_HSV#Conversion_from_RGB_to_HSL_or_HSV,1
NAN_METHOD(.),1
slow(17%),1
NAN_CONVERTERS_43_INL_H_,1
optimized,1
inject,1
(unexpected),1
filename_schema(const,1
->first();,1
\0,0\,1
\"\no"\\,1
BASE64_CENCODE_H,1
([+~>]),1
\15]]],\,1
Ocrad::similar(,1
combines,1
m.is_a?(SimpleSequence),1
\optional,\,1
++depth;,1
hasCharData,1
incremetal,1
\/bar/cd,\,1
(capital,1
bare,1
seen.include?(sels),1
import_stack);,1
enables,1
Coding,1
safely,1
aplies,1
util,1
(Cast<Import>(node)),1
wchar,1
strict_identifier_alnums(const,1
feed,1
maybe_digit(),1
discrimination,1
twice,1
(either,1
rl,1
possible),1
\'s',\,1
\"\/**/"\)\,1
specs,1
boost/cstdint,1
\example,\,1
Set.new,1
nodes/combinators,1
combinator),1
Ocrcheck,1
versions),1
NAN_PRIVATE_H_,1
T*,1
operator()(Each_Ptr);,1
prelexers,1
begining,1
Node::createCollection();,1
Sequence.subweave,1
\`http://`,\,1
Emit,1
Always,1
tok(COMMENT),1
'1',1
significantly,1
oddities,1
0.1),1
\:charset,\,1
prefix),1
Fails,1
catch-all,1
exactly<'{'>,1
v8::Template,1
steps,1
`char`,1
assignments,1
written),1
Code,1
treat,1
sass-spec),1
converstion,1
call),1
10%,1
tokens),1
error(...),1
close),1
readed,1
\environment_map<std::string,\,1
(defined,1
simplicity,1
http://man7.org/linux/man-pages/man2/getcwd.2.html#ERRORS,1
Cannot,1
investigate,1
word<rgb_fn_kwd>(src);,1
superclass,1
plugin.so,1
Probably,1
rid,1
y;,1
assertions,1
`imp`,1
(german),1
\"\fazz"\]]\,1
end),1
\"\%foo"\)\,1
pos),1
\(EXTENDER,\,1
(`not,1
RESULTS,1
Resets,1
}xi),1
-Version,1
is_important(),1
though..,1
argc),1
sanitize,1
Placeholder,1
asynchronously,1
\n,\,1
backport,1
un-templated,1
loosely,1
tmpnr.numerators.clear();,1
literally,1
`To_String`,1
.foo,1
[-+],1
late,1
\(key,\,1
hexlet,1
grouped.has_key?(key),1
paths(arrs),1
Operators,1
eats,1
currently,1
commit,1
\:while,\,1
\14,\,1
\Set[11]],\,1
corrupt,1
conversions,1
block_comment,1
filtered,1
\exactly<'+'>,\,1
range),1
CommaSequence.do_extend,1
sharply,1
serifs,1
star),1
Law,1
for(auto,1
adjusted,1
Performs,1
\"\)\,1
\ParserState("\[UNQUOTE]"\));\,1
`@include,1
exactly<'>'>,1
<https://github.com/mkrufky>,1
grouped,1
importes,1
control),1
COMPLEX:,1
imposes,1
parse_value_schema,1
uniques,1
:bop]],1
64,1
\compiler,\,1
foo,1
triggers,1
\"\regular\,1
properties:,1
/[>+~]/,1
String_Schema,1
relative),1
-INT_MAX,1
\debug_ast(ext,\,1
exactly<';'>,1
files),1
(input,1
question,1
\@ssm.get(Set["\gran"\,\,1
\[6,\,1
Find-VS2017.cs;,1
'area',1
subclassing,1
(handle,1
\lhs,\,1
segfault:,1
folders,1
interp_string,1
v[0];,1
margin,1
Function_Call,1
(use,1
stripped,1
v[i];,1
txt,1
(pgm,1
Universal,1
computing,1
Parameter,1
delimited_by<,1
Brett,1
========================================================,1
\gsub(/\n(?![a-fA-F0-9\s])/,\,1
\"\:left"\)\,1
&parse_string();,1
(pos.file,1
prettify,1
DELIM),1
rides,1
Blocks,1
v3.0.0,1
this->has_line_break_;,1
\task,\,1
https://developer.mozilla.org/en/CSS/@-moz-document,1
simple_selector_sequence,1
proven,1
selector-lists,1
'~'],1
/cd,1
Fixnum,1
sass_copy_c_string(std::string,1
\11]],\,1
unchanged,1
metadata,1
block[e],1
off.column;,1
`@extend`,1
:bar]],1
re-evaluate,1
segfault,1
Utility,1
fields,1
str(),1
ostream,1
*pComplexSelector),1
Class,1
matrix,1
3.3.1,1
parse_space_list,1
s='';,1
threadpool,1
2.3,1
JSON_STRING,1
connectives,1
operator()(Pseudo_Selector_Ptr,1
Control,1
U+0080..U+07FF,1
Moving,1
detailed,1
DIV'),1
ouput,1
createSelector),1
'B',1
reasonable,1
<https://github.com/agnat>,1
FIXME(bnoordhuis),1
liberal,1
ports,1
validity,1
headers),1
extended.first.add_sources!([self]),1
lte,1
values),1
detects,1
\[sel2,\,1
future,1
threads,1
{|m|,1
Mask,1
DEBUG_LVL,1
10xxxxxx,1
completeness,1
`2px1px`,1
Binding,1
\"\height"\\,1
Custom,1
total,1
cc,1
\"\'"\),\,1
modifications,1
Destructively,1
populates,1
my,1
trace.caller;,1
stumbling,1
(/./),1
hyphen,1
similar,1
lowercase),1
ENOENT),1
15])),1
consisting,1
mess,1
`//`,1
/'(?:$re_itplnt|\\.|[^'])*'/,1
rearranging,1
Binary,1
iojs:,1
\"\CSS\,1
greedy,1
failure,1
\"\"\,\,1
undelay,1
`@at-root`,1
\letter,\,1
>()),1
tiny,1
\state,\,1
\:return,\,1
moment,1
overloading,1
imp->incs().size();,1
\[^"\'/\#!;\{\}]\,1
Thunks,1
node),1
Id_Selector_Ptr,1
m},1
Sequence,1
RAWBITS),1
SimpleSequence.do_extend,1
\"\\\a\,1
entries),1
debug_ast(const,1
0xdfff,1
\yes,\,1
insertion,1
(Value_Ptr,1
#endif,1
Nathan,1
(dim)(dim),1
%ÄËÏÖÜäëïöüÿ÷,1
speak:,1
relations,1
free(res.srcmap);,1
Sass::Block,1
synthetic,1
(you,1
semantic,1
equivalents,1
uniq_path,1
(#{close}|#\{),1
\"\P1"\\,1
\[Array<[Object,\,1
receiver,1
interpolation(:warn_for_color),1
parse_interpolated_chunk(lexed);,1
_not_,1
\"\non-characters"\\,1
rest-param,1
base_path,1
@at-root,1
wchar_t,1
result),1
opertions,1
Option',1
(ATM,1
Go,1
chunk(const,1
Replace,1
'--',1
a},1
\intermingled,\,1
counts),1
\'°',\,1
'rí',1
Sequence.trim,1
`ns|*.class`,1
/[^x]/,1
Usefull,1
NAN_DEFINE_OWN_PROPERTY_HELPER_H_,1
STRIP_COMMENT:,1
play,1
child->elements[j],1
column),1
\UTF-8,\,1
specificity:,1
sixty-six,1
https://github.com/sass/sass/commit/4e3e1d5684cc29073a507578fc977434ff488c93,1
bound,1
computed,1
treated,1
c1.recognize1(,1
'P',1
reporting,1
price,1
sass_importer_get_priority(importer);,1
res);,1
LHS,1
encounter,1
\%dh\n"\,\,1
*out,1
linker,1
10:,1
interp_uri,1
Keyframe-rules,1
pstate);,1
cover,1
mix,1
\'+'],\,1
\debug_ast(selector->selector(),\,1
\"\LCSTABLE:\,1
\"\weak"\\,1
casting,1
:url_prefix,1
\'/',\,1
\r,1
(compare,1
13])),1
\u...,1
\"\Template\,1
exhibited,1
science,1
Debugging,1
(C-API,1
\(ppm),\,1
tok(%r{,1
(while,1
ass,1
/test/sass/util/subset_map_test.rb,1
performs,1
\reference"\\,1
BASE64_ENCODE_H,1
(*params)[i],1
storage,1
utf8::unchecked,1
$re_dquote,1
removed,1
c.empty?},1
123,1
opposed,1
\DLL,\,1
blob(),1
identical,1
\"\weak\,1
seq1.empty,1
We're,1
head->has_line_break(true);,1
operator()(Import_Ptr);,1
operator()(Custom_Error_Ptr);,1
wrapping,1
[chunk1],1
pilcrow,1
endless,1
\params,\,1
procotol,1
\@ssm[Set[14,\,1
ie_args(const,1
(protocol,1
excerpt,1
getting,1
inserted,1
window[i],1
\U+xxFFFE,\,1
(in,1
MSVSUtil.py,1
operator()(While_Ptr);,1
`import_file`,1
space-separated,1
<std::vector>,1
(meaning,1
sake,1
'p',1
0.0;,1
remap,1
stores,1
\final,\,1
(tmpnr.unit(),1
int_part;,1
vals|,1
specialized,1
'/<>\^`,1
\"\EXTENDED\,1
status:,1
\#(?!\{),1
displays,1
(defaults,1
fist,1
pop,1
assigned,1
[hash:,1
nan,1
overload),1
Node),1
arguments),1
e.got_line_feed;,1
refer,1
possibilities,1
COMPOUND:,1
\hcenter(),\,1
!(marker.combinator,1
linfeed,1
b.holes(),1
wrt,1
infinite,1
`::`,1
simplest,1
inter-class,1
Shallow,1
\optimized,\,1
perfect,1
15]),1
NAN_CALLBACKS_PRE_12_INL_H_,1
secondPerm,1
`urls`,1
Good,1
referring,1
NAN_IMPLEMENTATION_12_INL_H_,1
(pSelector),1
Environment<T>::print(std::string,1
\seq.members.last.unify(self_without_sel,\,1
#foo,1
adjancent,1
\"\r:\,1
11]],1
`&`,1
considered,1
tempResult.push(seq1),1
harder,1
\"\first:\,1
imp_path),1
OCRAD_greymap,1
hardcoded,1
exactly<slash_star>(src);,1
\exit,\,1
Complex_Selector),1
\ind,\,1
cleanest,1
re-used,1
Includes,1
instantiating,1
Supports_Condition_Ptr,1
Aggregate,1
left-pointing,1
\produced,\,1
\instead,\,1
from_string(const,1
\ADD_PROPERTY(bool,\,1
incorrect,1
Float,1
(nil,1
https://github.com/mgreter/sass2scss/issues/29,1
bourbon,1
seqses.each_with_index,1
Called,1
Put,1
\|key,\,1
originally,1
TARGET),1
rgb,1
re-parsed,1
`CONDITION1,1
gcc:,1
lists),1
exactly<'}'>,1
\Response.Output.Write("\<script>var\,1
Short,1
SOURCE,1
(ambiguous,1
shell's,1
\"\SELECTOR\,1
0469ADOPQRabdegopq#,1
Example,1
undocumented,1
input_path,1
ccan/json,1
order.include?(key),1
argv[1],1
cases:,1
masculine,1
stops,1
[^#{close}\\#],1
closed,1
\value."\,\,1
tc),1
\"\~"\,\,1
seem,1
reversed,1
NODE_6_0_MODULE_VERSION,1
capitals,1
Introspection,1
Boost,1
\place,\,1
flush_schedules();,1
0.2%,1
x64,1
value)`),1
\Set[9,\,1
operator()(Extension_Ptr);,1
thin,1
`#{$var}`),1
innermost,1
4KB,1
\etc),\,1
Essentially,1
eq,1
specializations,1
reading,1
parse_map,1
!Prelexer::re_special_fun(name.c_str()),1
\(0,0,0\,1
Textline,1
\/url-prefix\(#{W}(#{URLCHAR}*?)(#{W}\)|#\{)/,\,1
pull,1
\(protocol.compare("\file"\)\,1
mutable,1
'%',1
implicitly,1
trick,1
brought,1
tremendous,1
separator),1
\:nth-of-type(...),\,1
\Standard,\,1
++,1
abuse,1
\argument,\,1
secuence,1
assuming,1
MAP,1
understanding,1
block->signature(),1
JSON.parse,1
import),1
BOOLEAN,1
sass-spec,1
specification,1
symbole,1
C-API),1
it'll,1
<0,1
namespaces,1
/[^axy]/,1
Export,1
`@if`,1
(holds,1
deeper,1
cygwin,1
\b.height(),\,1
dispose,1
Templatized,1
\alpha,\,1
consistent,1
\segments,\,1
numbers!,1
result[i],1
tok(SINGLE_LINE_COMMENT),1
Implicit,1
4]),1
q,1
ls,1
(c->has_reference()),1
c1.guesses(),1
(false/*n.css_import?*/),1
Construct,1
[seq]),1
*p;,1
text),1
operator()(Class_Selector_Ptr,1
applied,1
Range,1
short-only,1
weave(PATH),1
TODOS:,1
traversal,1
width(),1
\errors,\,1
in?:,1
